song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key
Greatest Love Story,LANCO ,2yQZwi1P8AkkxxFhQ8rMEK,222.573,0.617,147.992,1,4,0.621,10
Heaven,Julia Michaels ,1T575AhHueYinKSDflEsGK,191.787,0.371,199.843,0,3,0.245,7
my boy,Billie Eilish ,1RGasjWLZ4qMN7wbtkLa3u,170.852,0.394,89.936,0,4,0.324,11
Novacane,Frank Ocean ,4osgfFTICMkcGbbigdsa53,302.347,0.508,93.51,1,4,0.37,3
Sound Of Your Heart,Shawn Hook ,3e5wnsqhAkzlzk9SzdhOzR,200.133,0.819,121.995,1,4,0.38,9
Hawái  Remix,Maluma ,0GzuHFG4Ql6DoyxFRnIk3F,200.482,0.788,179.984,0,4,0.609,6
Run Me Dry,Bryson Tiller ,5GG3knKdxKWrNboRijxeKF,169.267,0.756,193.88,0,4,0.602,9
Gorgeous,Taylor Swift ,1ZY1PqizIl78geGM4xWlEA,209.68,0.535,92.027,1,4,0.451,7
QUE PRETENDES,J Balvin ,25ZAibhr3bdlMCLmubZDVt,222.347,0.791,92.603,0,4,0.939,10
FEAR.,Kendrick Lamar ,23luOrEVHMfoX0AhfbQuS6,460.573,0.479,150.414,1,4,0.434,1
Tampa,Cico P ,4tB6ApBRk7JEBKet5mRFF3,176.16,0.407,77.031,0,4,0.751,8
Make Me...,Britney Spears ,7JGoiIouGqreRXOrHFAIyr,230.253,0.695,123.001,0,4,0.588,7
I Got the Keys,DJ Khaled ,51Nwg5wCDDiqcTntgJUlLo,219.759,0.623,140.171,1,4,0.176,1
865,Morgan Wallen ,0sKEilrw1GrBlG6qsTCrP4,190.68,0.584,88.003,1,4,0.367,8
all my friends,21 Savage ,4paAidoE8VAemwU4jgCc6l,211.785,0.62,130.09,1,4,0.206,0
FML,Arizona Zervas ,6lruHh1jF7ezgbLv72xYmf,223.0,0.575,100.087,1,4,0.616,5
Somewhere On A Beach,Dierks Bentley ,5CG9Ps5ynNjpKJHmwc95pa,197.12,0.638,144.042,1,4,0.438,7
Live From The Gutter,Drake ,2uTG00P1DkhB97pdITkl2O,211.643,0.49,165.948,1,4,0.307,7
come out and play,Billie Eilish ,7wC5eZcFS1Q1BsQ35DU6H4,210.376,0.321,145.045,1,4,0.177,0
I Think I'm OKAY,Machine Gun Kelly ,2gTdDMpNxIRFSiu7HutMCg,169.397,0.744,119.921,1,4,0.277,7
BackOutsideBoyz,Drake ,0wshkEEcJUQU33RSRBb5dv,152.962,0.433,142.11,0,4,0.395,5
Neon Guts,Lil Uzi Vert ,1MJErNPIQUoEMu4YUUmecm,258.789,0.563,119.934,0,4,0.412,1
OMG,Camila Cabello ,4xBjsLUSjcx2h7PcRikpQp,228.893,0.576,139.953,0,4,0.167,5
Blue Tint,Drake ,4n1bdaKwynQndm47x5HqWX,162.8,0.372,133.997,0,4,0.123,7
Real As It Gets,Lil Baby ,7eX3um6NpOQKWJMGCi97XD,192.804,0.705,140.005,0,4,0.196,6
Still Got Time,ZAYN ,000xQL6tZNLJzIrtIgxqSl,188.491,0.627,120.963,1,4,0.524,7
Another One Bites The Dust  Remastered 2011,Queen ,57JVGBtBLCfHw2muk5416J,214.653,0.528,109.975,0,4,0.756,5
ilomilo,Billie Eilish ,7qEKqBCD2vE5vIBsrUitpD,156.371,0.423,120.02,0,4,0.572,5
Hrs and Hrs,Muni Long ,3ncmoWTwJgx63LwMTyBCXf,204.317,0.546,137.419,0,3,0.634,8
Down Bad,Dreamville ,36J0iaPDGbYGsHvYpaYs3k,169.147,0.586,149.804,1,4,0.719,0
Knock Knock,SoFaygo ,6aHoPULNO7pSL2ZfUY0bU8,139.729,0.629,125.935,0,4,0.683,1
Merry Christmas Darling  Remix,Carpenters ,0z5HSQGWgnjdNvwbOmhB2w,186.973,0.205,81.586,1,4,0.166,7
GRoCERIES,Chance the Rapper ,0yFvWTLs3iIwDbc91noXGT,226.846,0.596,144.038,0,4,0.701,0
No Frauds,Nicki Minaj ,7KcGEssn7BnJdTgildK5y0,272.453,0.558,139.061,1,4,0.432,1
The Way Life Goes,Lil Uzi Vert ,2eAZfqOm4EnOF9VvN50Tyc,221.747,0.757,82.008,1,4,0.696,1
Deep End Freestyle,Sleepy Hallow ,2AlYncTpVHKwHb55F9lF6O,115.2,0.479,133.928,0,4,0.776,4
Die From A Broken Heart,Maddie & Tae ,3DA4SE262k6rdEtlHteNyq,188.32,0.522,76.042,1,4,0.443,9
New Level,A$AP Ferg ,11BIoKDpTJHX5mZt6p566h,267.212,0.655,121.127,0,4,0.156,1
High Infidelity,Taylor Swift ,5kiZGSxgqPdv6rbqL9THdd,231.475,0.529,87.862,1,4,0.755,10
Fr Fr,Wiz Khalifa ,1RagpNpkD3KcjXMLGMe99V,195.591,0.493,140.057,0,4,0.327,1
Jingle Bell Rock  Daryl's Version,Daryl Hall & John Oates ,6pVW5LRWgeLaHudxauOTJU,126.36,0.841,128.706,1,4,0.84,2
Sex With Me,Rihanna ,7BiELrM90hRxpozaIXbsLw,206.4,0.532,112.049,0,4,0.39,1
Have Mercy,Chlöe ,5SixeLvPsYpk7qq9lo5xYg,148.779,0.535,130.022,1,4,0.508,9
NDA,Billie Eilish ,38GBNKZUhfBkk3oNlWzRYd,195.777,0.373,85.016,1,4,0.554,8
Yo  She Knows,Ne,7seTcUFOhn5caSDbiSfsp0,214.726,0.572,139.982,0,4,0.574,8
Shots,Lil Tecca ,6eSU1exzDvBEXmBRxspeh5,109.373,0.582,108.028,0,4,0.51,7
Right Back,Khalid ,6PYnUsNEpYC7A4BS2sjw3L,255.0,0.428,97.001,0,4,0.556,5
Audi.,Smokepurpp ,4Iy73U3ZqfhF1cxPDRSMKp,159.522,0.366,122.991,1,4,0.278,7
mirrorball,Taylor Swift ,0ZNU020wNYvgW84iljPkPP,208.978,0.413,110.107,1,4,0.379,2
How You Like That,BLACKPINK ,4SFknyjLcyTLJFPKD2m96o,182.956,0.761,130.032,1,4,0.344,11
Scholarships,Drake ,0B5OTb36fzLayn6XQHg5A1,209.288,0.416,109.168,0,4,0.259,0
Five More Hours  Deorro x Chris Brown,Deorro ,6omW6DQqbdBwJ4NKAcyAng,211.975,0.883,127.954,0,4,0.501,5
Have Yourself A Merry Little Christmas  Remastered,Frank Sinatra ,2FPfeYlrbSBR8PwCU0zaqq,206.6,0.137,92.183,1,3,0.288,8
Cake  Challenge Version,Flo Rida ,2aFJgIf4T3pbzoUgf1oAsU,157.165,0.854,105.079,1,4,0.687,2
gold rush,Taylor Swift ,5BK0uqwY9DNfZ630STAEaq,185.32,0.462,112.05,1,4,0.353,9
Tek It,Cafuné ,751srcHf5tUqcEa9pRCQwP,191.823,0.913,146.995,1,4,0.596,8
For Tonight,Giveon ,1TlTzdsEpgfsmbuNfYmWfG,192.257,0.513,79.9,1,4,0.177,9
seven,Taylor Swift ,76mOLcXOjOEhyY4mMF1l3r,208.907,0.494,94.955,1,4,0.374,4
She Loves Control,Camila Cabello ,5HwnezK198pJCEj1l2Adjy,177.16,0.758,94.9,1,4,0.663,2
"no body, no crime",Taylor Swift ,6uwfVkaOM1mcMkFmSn35ix,215.627,0.613,79.015,0,4,0.535,7
Do I Wanna Know?,Arctic Monkeys ,5FVd6KXrgO9B3JPmC8OPst,272.394,0.532,85.03,1,4,0.405,5
Death Of A Bachelor,Panic! At The Disco ,1BECwm5qkaBwlbfo4kpYx8,203.507,0.538,139.256,1,4,0.405,0
Step Into Christmas,Elton John ,11P4sSu6BH2lAbWk1sL6cK,272.333,0.928,140.419,1,4,0.796,2
Do You Hear What I Hear?  Remastered 2006,Bing Crosby ,5aDoUmxBsbdpS16alksb5Z,165.667,0.246,101.529,1,4,0.412,10
Ride It,Regard ,2tnVG71enUj33Ic2nFN6kZ,157.606,0.751,117.948,0,4,0.884,7
You’re Mines Still,Yung Bleu ,3q6TQTEbiLNv3RfNQfPgo3,226.22,0.609,83.004,0,4,0.339,5
Die Young,Roddy Ricch ,3wLtYwtqvKK2ewelSVPeDK,157.657,0.656,160.414,0,4,0.365,4
Wow.  Remix,Post Malone ,0fcq51a3gOI6gPvzc0YLsk,170.053,0.64,100.002,0,4,0.486,11
I Would Like,Zara Larsson ,4Q4jmPHwu0wrJvqrld0FQ6,226.72,0.713,121.028,0,4,0.297,2
NO BYSTANDERS,Travis Scott ,6OaVWaGfhXn70ZJfdVcabn,218.284,0.811,147.045,1,4,0.426,1
Runaway,AURORA ,23rdcrD0Eky4vYn2TZidxJ,248.827,0.276,114.169,1,4,0.128,11
Never Sleep,NAV ,3GdWfmQBiiJrDUvSZS1bGv,185.786,0.651,139.957,1,4,0.501,1
True Colors,The Weeknd ,1oGdVdYjeQvojGKDddxLQQ,206.013,0.424,76.671,1,4,0.584,1
‘tis the damn season,Taylor Swift ,7dW84mWkdWE5a6lFWxJCBG,229.84,0.434,145.916,1,4,0.348,5
Always Remember Us This Way,Lady Gaga ,2rbDhOo9Fh61Bbu23T2qCk,210.2,0.502,129.976,1,4,0.296,0
Walk Me Home,P!nk ,6jfEZdUJ2Yla6h7gTJgKuo,177.391,0.453,88.038,1,3,0.432,1
Está Dañada,Ivan Cornejo ,6G2xXQRSZlEzYsUEb3uvuR,214.149,0.565,159.892,0,3,0.166,1
Kill This Love,BLACKPINK ,6hvczQ05jc1yGlp9zhb95V,191.05,0.835,131.875,0,4,0.645,2
Rich MF,Trippie Redd ,1geOe7YkJHbsoRdNU0IvGS,247.714,0.698,77.497,1,4,0.66,6
Love All,Drake ,4VCbgIdr8ptegWeJpqLVHH,228.461,0.576,92.131,1,4,0.155,2
Shed a Light,Robin Schulz ,1eyrmeiDpdTkOmA839nPVQ,191.379,0.787,122.058,1,4,0.58,8
United In Grief,Kendrick Lamar ,5Gt9bxniM1SxN61yRzRhXL,255.378,0.845,85.63,1,3,0.331,8
Solitaires,Future ,4kfeRwpq5KUaqTkgi4TbDF,205.666,0.632,169.982,1,4,0.488,1
Not Allowed,TV Girl ,3IznIgmXtrUaoPWpQTy5jB,167.864,0.905,104.965,1,4,0.563,1
Writing on the Wall,French Montana ,7x9nXsowok1JszkVztI5NI,201.271,0.836,112.01,0,4,0.497,9
Woman Like Me,Little Mix ,222B3aljXx6fFwKmFjuBED,229.72,0.854,75.002,0,4,0.8,5
All Day,Kanye West ,79reBHqpRoWXaQbjBBY3UC,310.907,0.651,122.985,0,4,0.421,9
Said Sum,Moneybagg Yo ,3sKz6Sd72K0ofPWcJPPk6H,155.168,0.667,126.998,0,4,0.274,8
Skechers,DripReport ,2alc8VZAzDgdAsL2QMk3hu,106.0,0.327,100.008,1,4,0.274,1
No Pressure,Justin Bieber ,23UV8pJEvRnAZd6ZAXBC0H,286.853,0.595,148.889,1,3,0.554,1
Nice To Meet Ya,Niall Horan ,3cphb8kdsjElYR7r5icK3H,158.805,0.841,109.034,0,4,0.392,4
Welcome to the Internet,Bo Burnham ,3s44Qv8x974tm0ueLexMWN,275.999,0.527,94.711,0,3,0.219,2
On A Roll,Ashley O ,56JyMaElW79S7TDWh1Zw1m,154.448,0.81,125.011,1,4,0.387,5
Blue Ain't Your Color,Keith Urban ,6wycnu8FWXsj68ig7BEot9,230.6,0.416,82.45,1,3,0.479,7
Solo de Mi,Bad Bunny ,4uP3pUP18ennmz0tb3GphR,197.968,0.73,179.972,0,4,0.15,10
Errbody,Lil Baby ,6eVxH9Kyanzrw636zJRPcw,210.699,0.606,139.995,1,4,0.272,2
Permission to Dance,BTS ,3XYRV7ZSHqIRDG87DKTtry,187.585,0.741,124.925,1,4,0.646,9
Amnesia,5 Seconds of Summer ,1JCCdiru7fhstOIF4N7WJC,237.248,0.499,101.593,1,4,0.108,2
Up All Night,Khalid ,1mpD5Q8IM32I4bF6eCpU74,157.22,0.712,93.992,1,4,0.669,1
No Limit,Usher ,1CDBn2Lm7E63XKQDsdCq6O,228.613,0.523,127.047,0,4,0.282,10
Dick,StarBoi3 ,3nY8AqaMNNHHLYV4380ol0,175.238,0.608,125.994,1,4,0.474,9
For You (Fifty Shades Freed) (& Rita Ora),Liam Payne ,66xn6tB8s3l8uhj02OGneE,245.453,0.787,113.0,0,4,0.2,2
Rocking A Cardigan in Atlanta,lil Shordie Scott ,0N0h5lXc4HOiLgGb9EZi8m,96.826,0.64,140.073,1,4,0.816,1
Home,Machine Gun Kelly ,0OI7AFifLSoGzpb8bdBLLV,202.805,0.718,82.034,0,4,0.216,3
