song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key
REEL IT IN,Aminé ,5qHirGR7M9tdm6C17DlzSY,121.347,0.342,128.981,0,4,0.423,10
GREECE,DJ Khaled ,35RJhm1pEovTBwnNR0zWad,218.902,0.343,85.84,1,4,0.229,5
august,Taylor Swift ,3hUxzQpSfdDqwM3ZTFQY0K,261.923,0.623,89.937,1,4,0.403,5
pov,Ariana Grande ,3UoULw70kMsiVXxW0L3A33,201.882,0.534,131.798,0,4,0.173,0
The Ocean,Mike Perry ,2CPqh63wRVscbceKcPxwvv,183.414,0.575,90.037,1,4,0.188,5
Girls in the Hood,Megan Thee Stallion ,7yiSvALPjMrBLDDrbcDRNy,154.389,0.816,179.974,1,4,0.797,6
HONEST,Baby Keem ,58k32my5lKofeZRtIvBDg9,172.672,0.536,79.037,1,4,0.373,2
Faded,Alan Walker ,698ItKASDavgwZ3WjaWjtz,212.107,0.627,179.642,1,4,0.159,6
Moonwalking in Calabasas,DDG ,73xjJ1TIE6WP3HNKczQE4F,170.233,0.322,129.957,0,4,0.712,11
She Knows,J. Cole ,0Fs9cdPDhptWEDJmiCbkEW,296.52,0.74,118.008,1,4,0.183,1
Alien Blues,Vundabar ,11iIikXxC6NP0Ma8vMD27x,155.933,0.757,82.282,1,4,0.433,3
all the good girls go to hell,Billie Eilish ,6IRdLKIyS4p7XNiP8r6rsx,168.84,0.444,185.044,0,4,0.569,8
My Universe,Coldplay ,3FeVmId7tL5YN8B7R3imoM,228.0,0.701,104.988,1,4,0.443,9
GOOBA,6ix9ine ,2zvDnNLW4yZ4a0YcGiOEBX,132.303,0.688,178.462,1,4,0.393,1
3005,Childish Gambino ,5cc9Zbfp9u10sfJeKZ3h16,234.215,0.447,83.138,0,4,0.659,6
From The D To The A,Tee Grizzley ,2NyrXRn4tancYPW6JwtTl2,158.684,0.625,99.061,0,4,0.668,10
NASA,Ariana Grande ,4uTvPEr01pjTbZgl7jcKBD,182.0,0.458,75.029,1,4,0.47,6
Motley Crew,Post Malone ,40uMIn2zJLAQhNXghRjBed,184.213,0.631,129.915,0,4,0.288,3
I'm a Mess,Bebe Rexha ,04ZTP5KsCypmtCmQg5tH9R,195.519,0.694,97.005,0,4,0.216,11
Who Do You Love,The Chainsmokers ,2fVHrSxsQbJUuj9MW9zG1e,226.733,0.846,139.927,1,4,0.475,3
Shirt,SZA ,2wSTnntOPRi7aQneobFtU4,181.84,0.512,120.009,0,4,0.572,3
The Bones,Maren Morris ,7yFhA2fUsL2oIMWlw5DaHQ,197.293,0.57,77.004,0,4,0.334,11
10 Bands,Drake ,12d5QFwzh60IIHlsSnAvps,177.733,0.756,172.938,0,4,0.888,11
Say It,Tory Lanez ,2Gyc6e2cLxA5hoX1NOvYnU,237.787,0.529,107.331,0,4,0.247,11
Nail Tech,Jack Harlow ,62Yo3FDddWY8ydu6PW2wyz,206.385,0.557,150.127,1,4,0.1,1
Life's A Mess,Juice WRLD ,5wWAwzGp2OaaoIkwcz6wZs,202.193,0.446,143.078,1,4,0.177,1
GUMMO,6ix9ine ,2HBtd9MYDd2xDVu8Zc6pwt,157.643,0.771,78.463,0,4,0.673,10
Signs,Drake ,6Na5uKk5SsqZimk0hAWo8y,234.373,0.735,107.374,1,4,0.223,0
Everyday We Lit,YFN Lucci ,3J8Q6aBhjpvao8BsBQ6H9Y,197.171,0.646,155.949,1,4,0.589,7
We're Good,Dua Lipa ,1diS6nkxMQc3wwC4G1j0bh,165.507,0.588,134.01,1,4,0.59,6
Cry Baby,Megan Thee Stallion ,4aarlAfLKVCTxUDNgbwhjH,137.984,0.437,130.058,1,4,0.616,11
Close Friends (Lil Baby & Gunna),Lil Baby ,5nzhL67GpF9szXWg5y509A,203.881,0.578,158.896,0,4,0.698,10
AOK,Tai Verdes ,1sx0XsWUusUoPstbvokZjP,173.64,0.626,82.488,1,4,0.862,11
Don't,Ed Sheeran ,1huvTbEYtgltjQRXzrNKGi,219.84,0.608,95.049,1,4,0.849,1
Rodeo,Lil Nas X ,4ak7xjvBeBOcJGWFDX9w5n,158.707,0.679,140.081,1,4,0.657,9
Outside Today,YoungBoy Never Broke Again ,3sA7HKGzcKTVscdiTCrWpX,129.105,0.666,134.068,0,4,0.0585,11
Question...?,Taylor Swift ,0heeNYlwOGuUSe7TgUD27B,210.557,0.502,108.943,1,4,0.106,7
Safaera,Bad Bunny ,2DEZmgHKAvm41k4J3R2E9Y,295.177,0.829,96.172,1,4,0.685,2
Daylight,Harry Styles ,51Zw1cKDgkad0CXv23HCMU,164.533,0.445,145.5,1,3,0.626,0
the 1,Taylor Swift ,0Jlcvv8IykzHaSmj49uNW8,210.252,0.357,139.883,1,4,0.172,0
It Was A Good Day,Ice Cube ,2qOm7ukLyHUXWyR4ZWLwxA,260.0,0.744,82.356,0,4,0.794,7
Evergreen,Omar Apollo ,2TktkzfozZifbQhXjT6I33,216.68,0.336,82.029,1,3,0.31,9
Truffle Butter,Nicki Minaj ,7e44z4wOjkllaD8eulUeMd,220.467,0.667,105.099,1,4,0.522,2
Sex,Cheat Codes ,4CGGIk81BvfCZiscwFP6t0,228.361,0.692,102.42,1,4,0.209,0
Cut It,O.T. Genasis ,376KnY4TrgBITxjlnbnmIy,222.6,0.673,130.0,1,4,0.231,7
Wonderful Christmastime  Edited Version / Remastered 2011,Paul McCartney ,1SV1fxF65n9NhRHp3KlBuu,227.653,0.511,94.736,1,4,0.771,11
Renegades,X Ambassadors ,0fYVliAYKHuPmECRs1pbRf,195.2,0.862,90.052,1,4,0.528,2
Yo Perreo Sola,Bad Bunny ,0SqqAgdovOE24BzxIClpjw,172.127,0.758,97.014,1,4,0.453,11
Enemy,Imagine Dragons ,3CIyK1V4JEJkg02E4EJnDl,173.381,0.783,77.011,0,4,0.555,11
Time of Our Lives,Pitbull ,2bJvI42r8EF3wxjOuDav4r,229.36,0.802,124.022,1,4,0.724,1
1400 / 999 Freestyle,Trippie Redd ,0axBgt9y0GvMCLuRl2xBKG,175.954,0.572,141.996,0,4,0.568,6
Roses,benny blanco ,1KVczjazCcCCgM3gXXUl47,223.543,0.601,147.018,1,4,0.525,8
Take My Breath,The Weeknd ,2vgUijXOTRMnWXDtvgMp2b,339.023,0.769,121.02,1,4,0.354,8
Rudolph The RedNosed Reindeer,Burl Ives ,47otoIkhx3fkdivEXL5OB6,130.027,0.275,152.649,1,4,0.806,0
Right Hand,Drake ,3lSR267IJfT54p0Gfuw7mi,190.595,0.301,100.518,1,4,0.351,2
Break Free,Ariana Grande ,12KUFSHFgT0XCoiSlvdQi4,214.84,0.702,129.956,0,4,0.284,7
Numb Little Bug,Em Beihold ,1KQc37jezhunxnOPhvdwSG,169.238,0.527,84.974,0,4,0.638,8
Left and Right (Feat. Jung Kook of BTS),Charlie Puth ,5Odq8ohlgIbQKMZivbWkEo,154.487,0.592,101.058,1,4,0.719,2
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap ,2tTmW7RDtMQtBk7m2rYeSw,198.938,0.782,128.033,1,4,0.55,2
Fingers Crossed,Lauren Spencer Smith ,4wH7ZoqgETaACS9BlUkvuY,175.345,0.47,109.696,1,4,0.445,5
No Complaints,Metro Boomin ,156LzfvMNKuXuiot4uzhGD,265.48,0.572,123.963,1,4,0.203,2
No Money,Galantis ,6M6Tk58pQvABy6ru66dY3d,191.293,0.915,126.038,0,4,0.78,6
The Real Slim Shady,Eminem ,3yfqSUWxFvZELEM4PmlwIR,284.2,0.661,104.504,0,4,0.76,5
Elastic Heart,Sia ,5S9lfZu1YF8xKkgSsqL2Bd,257.2,0.791,130.075,1,4,0.499,9
92 Explorer,Post Malone ,1D2L6MefbXon28PzIk9I3r,211.427,0.733,146.046,0,4,0.861,7
Love Me,Lil Tecca ,4e0FYxSROat25pH16zMTZI,117.013,0.538,204.132,0,4,0.803,11
Kill Bill,SZA ,1Qrg8KqiBpW07V7PNxwwwL,153.947,0.735,88.98,1,4,0.418,8
Eazy  Some Kind Of Drug,G,1Bqxj0aH5KewYHKUg1IdrF,222.467,0.525,130.271,1,4,0.49,0
Get Right Witcha,Migos ,2jGEiQ3otr4CPIeBgefjRA,257.546,0.743,136.983,0,4,0.619,10
Call You Mine,The Chainsmokers ,2oejEp50ZzPuQTQ6v54Evp,217.64,0.696,104.01,0,4,0.522,4
Stolen Dance,Milky Chance ,0ZfByLXCeKchuj7zi1CJ0S,313.627,0.565,114.009,1,4,0.685,11
Cool Kids,Echosmith ,13P5rwmk2EsoFRIz9UCeh9,237.627,0.671,130.027,1,4,0.786,8
F**kin' Problems,A$AP Rocky ,4X5f3vT8MRuXF68pfjNte5,233.787,0.693,95.967,1,4,0.662,1
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry ,25leEEaz1gIpp7o21Fqyjo,150.267,0.371,96.628,1,4,0.976,1
The Family Madrigal,Stephanie Beatriz ,4b1yxSdlumA8N4fEk4UOZp,257.213,0.628,141.391,1,4,0.556,1
Keanu Reeves,Logic ,3PYx9Wte3jwb48V0wArMOy,225.92,0.891,170.13,1,4,0.799,2
Final Song,MØ ,4qqArAiTPueDxIp7cf87h7,235.827,0.672,104.988,0,4,0.245,1
"1 step forward, 3 steps back",Olivia Rodrigo ,4wcBRRpIfesgcyUtis7PEg,163.587,0.203,168.884,1,4,0.419,2
Wait,Maroon 5 ,6AvfZXpbb6r35DfF7gHPRq,190.643,0.603,126.088,1,4,0.452,8
GOODMORNINGTOKYO!,TOKYO’S REVENGE ,32aVpvig4eQuNjMzQ8pNKN,150.115,0.539,124.949,1,4,0.663,4
Die Hard,Kendrick Lamar ,2g6tReTlM2Akp41g0HaeXN,239.027,0.736,100.988,0,4,0.362,1
Wonder,Shawn Mendes ,6ZuahEctZD6w75peme58hm,172.693,0.631,139.774,0,4,0.129,1
'Til You Can't,Cody Johnson ,4k3lPl8YTKuY8c1HelVnm3,224.213,0.815,160.087,1,4,0.46,1
Hot Girl Summer,Megan Thee Stallion ,5N1o6d8zGcSZSeMFkOUQOk,199.427,0.814,98.985,1,4,0.57,0
5 Foot 9,Tyler Hubbard ,0U4iRayct65wsaBMQGiLbg,189.773,0.79,105.997,1,4,0.507,5
Mistletoe And Holly  Remastered 1999,Frank Sinatra ,7faDzZnZYqTyYThx2sbHVQ,136.427,0.103,110.378,1,4,0.341,9
My Way,Calvin Harris ,0pdeEwJuUMcBfmoeAMktcf,222.867,0.867,125.976,1,4,0.468,2
Simple,Florida Georgia Line ,4L9Ds4mpD3SuYoWwFUlv16,185.2,0.882,199.811,1,4,0.864,3
New Americana,Halsey ,6Xs7OKt6i0Ddq8B4M5Dgvr,183.808,0.707,173.993,0,4,0.359,0
Daisy,Ashnikko ,2g1KggY9PKvsoEAOaiz4xx,146.523,0.663,121.876,1,4,0.774,8
Midnight Sky,Miley Cyrus ,4i2qxFEVVUi8yOYoxB8TCX,223.28,0.805,109.976,0,4,0.232,4
Watch,Travis Scott ,3DoBTwfr8yi2LN08SBpFkN,217.405,0.559,78.534,0,4,0.252,4
Don’t Blame Me,Taylor Swift ,1R0a2iXumgCiFb7HEZ7gUE,236.413,0.534,135.917,0,4,0.193,9
Over Now,Post Malone ,09IOPhEh1OMe0HD9b36FJk,246.987,0.777,164.027,0,4,0.181,4
China,Anuel AA ,2ksOAxtIxY8yElEWw8RhgK,301.714,0.808,105.027,1,4,0.609,7
Say Something,Justin Timberlake ,1LhMopPAallLeaeNutqbgS,278.893,0.632,97.04,1,4,0.372,10
Cold,Maroon 5 ,7gwLQ4tZ5UdZ7qNcDyJ8wr,234.308,0.717,99.836,0,4,0.412,9
Bones,Imagine Dragons ,54ipXppHLA8U4yqpOFTUhr,165.265,0.75,114.061,0,4,0.587,5
Blame,Calvin Harris ,07nH4ifBxUB4lZcsf44Brn,212.96,0.857,128.024,0,4,0.348,0
my strange addiction,Billie Eilish ,3Tc57t9l2O8FwQZtQOvPXK,179.889,0.305,100.029,0,4,0.563,8
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd ,1pfwOQKJsRRBf6NdYO4Qog,256.163,0.817,121.079,0,4,0.257,8
Better Together,Luke Combs ,6gdLyYNuhWBzqwlOFSsXC7,219.573,0.225,138.002,1,4,0.67,0
X,Nicky Jam ,5YUyW9opqNsMSEzzecZih1,172.854,0.749,179.968,0,4,0.694,9
Solo,Clean Bandit ,6kPJZM97LwdG9QIsT7khp6,222.653,0.636,105.005,0,4,0.565,11
Down In the DM,Yo Gotti ,5w1vhNA2OEWUQ371QzyMmM,259.072,0.634,152.961,0,4,0.323,1
WUSYANAME,"Tyler, The Creator ",5B0kgjHULYJhAQkK5XsMoC,121.573,0.653,142.347,0,4,0.852,0
Wayne  Nasty Freestyle,T,0PT7nlpo11hYYyfnBgtilT,142.212,0.472,135.051,1,4,0.412,11
Kill Em With Kindness,Selena Gomez ,1QNoKVgA758HFLu3TW2q7R,217.907,0.884,120.012,0,4,0.398,10
Maps,Maroon 5 ,4gbVRS8gloEluzf0GzDOFc,189.96,0.713,120.032,0,4,0.879,1
Moon,Kanye West ,7CC6UbCs4iGsePSzFxYxNn,156.091,0.236,162.351,1,4,0.254,5
NUMB,XXXTENTACION ,01TnVDiet1DFTsyWKUKovl,186.268,0.416,159.91,0,4,0.196,11
Car Radio,Twenty One Pilots ,5cbpoIu3YjoOwbBDGUEp3P,267.72,0.519,129.972,0,4,0.612,9
Summer Days,Martin Garrix ,7Feaw9WAEREY0DUOSXJLOM,163.805,0.723,113.778,0,4,0.316,5
Yo No Soy Celoso,Bad Bunny ,5kVZxyMY1gfdCLiChsfjn1,230.704,0.588,142.004,1,4,0.93,0
NO,Meghan Trainor ,0l0CvurVUrr2w3Jj1hOVFc,213.507,0.803,92.134,0,4,0.657,1
Friends,Justin Bieber ,2ASX8Z0ZCwcUwmeW1ANV6T,189.467,0.735,104.979,1,4,0.631,8
needy,Ariana Grande ,1TEL6MlSSVLSdhOSddidlJ,171.573,0.309,87.045,0,4,0.195,7
La Bachata,Manuel Turizo ,3tt9i3Hhzq84dPS8H7iSiJ,162.638,0.679,124.98,0,4,0.85,7
Perfect,One Direction ,3NLnwwAQbbFKcEcV8hDItk,230.333,0.823,99.933,1,4,0.396,2
Prisoner,Miley Cyrus ,2Oycxb8QbPkpHTo8ZrmG0B,169.333,0.67,127.99,0,4,0.595,3
Only Human,Jonas Brothers ,0DiDStADDVh3SvAsoJAFMk,183.0,0.496,94.01,1,4,0.874,0
Mr. Rager,Kid Cudi ,2ncLdwTd8qzkxiJjlbiOgC,294.213,0.734,101.998,1,4,0.533,7
Symphony,Clean Bandit ,72gv4zhNvRVdQA0eOenCal,212.733,0.605,122.956,0,4,0.454,0
Happy Xmas (War Is Over)  Remastered 2010,John Lennon ,27RYrbL6S02LNVhDWVl38b,214.333,0.64,146.172,1,3,0.414,2
Champion,NAV ,6nO3tr47nr2P7f3hXb8JIo,195.053,0.782,162.005,0,4,0.396,5
Let Me Hold You (Turn Me On),Dante Klein ,3aLWuWKHaTV4Ok7LKvXRYn,162.425,0.774,102.924,0,4,0.267,1
Company,Justin Bieber ,61uyGDPJ06MkxJtHgPmuyO,208.12,0.797,94.948,0,4,0.425,4
Lost Boy,Ruth B. ,4h0zU3O9R5xzuTmNO7dNDU,275.28,0.0565,123.994,1,4,0.348,7
Mastermind,Taylor Swift ,7FmYn9e7KHMXcxqGSj9LjH,191.039,0.357,125.966,1,4,0.124,4
Talk,Khalid ,6TqXcAFInzjp0bODyvrWEq,197.573,0.4,135.984,1,4,0.346,0
Clout,Offset ,59ywHNwwchG4nZJMLyxSzd,205.803,0.622,140.022,1,4,0.424,1
Pink + White,Frank Ocean ,3xKsf9qdS1CyvXSMEid6g8,184.516,0.545,159.94,1,3,0.549,9
Lil Bit,Nelly ,0NmuYnjETG3u3qx0OmEJev,195.962,0.689,119.987,0,4,0.41,4
Looking Out for You,Joy Again ,3jfZ9M23l0L7RxzYMTgBTv,179.499,0.9,100.721,1,4,0.937,9
Wherever I Go,OneRepublic ,7kftK4n15rl1wbpfjSq2Tk,169.773,0.675,99.97,0,4,0.348,10
Juju On That Beat (TZ Anthem),Zay Hilfigerrr ,1lItf5ZXJc1by9SbPeljFd,144.244,0.887,160.517,1,4,0.78,1
"Merry Christmas, Happy Holidays",*NSYNC ,4v9WbaxW8HdjqfUiWYWsII,255.307,0.939,104.999,1,4,0.756,5
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes ,2Z8yfpFX0ZMavHkcIeHiO1,178.994,0.383,145.765,0,4,0.549,2
Die For Me,Post Malone ,2C6WXnmZ66tHhHlnvwePiK,245.267,0.66,145.01,1,4,0.452,0
Way Out,Jack Harlow ,57VeLYXrvNxe8Vs18K2M9W,168.906,0.582,108.025,0,4,0.907,11
Tell Me You Love Me,Demi Lovato ,0yvPEnB032fojLfVluFjUv,203.76,0.643,143.931,0,4,0.885,11
Blessings,Big Sean ,1bzM1cd6oqFozdr4wK6HdR,252.04,0.621,118.895,1,4,0.15,1
Life Goes On,Lil Baby ,2bSk87AVkCIIC3Bcligq1z,247.055,0.541,139.978,1,4,0.387,1
I'll Show You,Justin Bieber ,0SNIAtRCPVVLoGEPcuHSIc,199.947,0.608,191.812,0,4,0.0789,9
Hype,Drake ,5NFYuqu8V6QXc6mzcLImd6,209.413,0.635,130.018,0,4,0.237,4
Hopeless Romantic,Wiz Khalifa ,7IBSffWIu7P2MC7kMwy2FM,226.743,0.477,127.023,0,4,0.552,9
Cross Me,Ed Sheeran ,4wuCQX7JvAZLlrcmH4AeZF,206.187,0.787,95.005,1,4,0.607,4
Planes,Jeremih ,4UqRstnKYNc85MvfthhNWC,240.041,0.277,129.971,0,4,0.244,10
Too Good At Goodbyes  Edit,Sam Smith ,1mXVgsBdtIVeCLJnSnmtdV,201.0,0.372,91.873,1,4,0.476,5
Fetish,Selena Gomez ,4lnAN2S1fcI0SjxEbksZVr,186.113,0.618,123.013,1,4,0.265,2
Rags2Riches,Rod Wave ,40TPiJpvwGIyvPjJMDTKfy,235.988,0.443,118.004,0,4,0.298,5
Ocean,Martin Garrix ,3nc420PXjTdBV5TN0gCFkS,216.42,0.693,139.912,0,4,0.221,0
Juke Jam,Chance the Rapper ,3eze1OsZ1rqeXkKStNfTmi,219.683,0.397,95.063,1,1,0.558,5
Softcore,The Neighbourhood ,5gjlcsaRVlPBC3miOnS1co,208.404,0.55,93.958,1,4,0.21,5
Have Yourself A Merry Little Christmas,Sam Smith ,1Qi2wh8fFgDV7tl4Sj3f2K,170.964,0.178,75.248,1,1,0.344,5
One Call Away,Charlie Puth ,7soJgKhQTO8hLP2JPRkL5O,194.453,0.613,91.024,1,4,0.47,1
Broke In A Minute,Tory Lanez ,4xqIYGwwZTEem9U8A42SPF,132.024,0.7,120.009,0,4,0.802,0
Death,Trippie Redd ,6l45AMUGFsx0yZ2rxnzrKA,172.196,0.824,81.998,0,4,0.644,10
Rewrite The Stars,Zac Efron ,65fpYBrI8o2cfrwf2US4gq,217.44,0.619,125.046,1,4,0.284,10
"Santa Claus Is Comin' to Town  Live at C.W. Post College, Greenvale, NY  December 1975",Bruce Springsteen ,6s2wpWPFPAgKg2LXxi1Oee,267.6,0.668,139.986,1,4,0.407,0
Shut up My Moms Calling,Hotel Ugly ,3hxIUxnT27p5WcmjGUXNwx,164.571,0.409,138.419,0,4,0.376,9
On The Road,Post Malone ,12Fkyg9lpmaz2zmKOfw2Y2,218.32,0.737,112.93,1,5,0.21,7
44 More,Logic ,3e7Y6sfFlIdBMJhX7wpqVO,188.6,0.584,139.965,0,4,0.219,10
Jealous,Nick Jonas ,5NQJnRpJHRaupdegphntQT,222.187,0.71,93.007,0,4,0.451,11
Don't Tell 'Em,Jeremih ,0Dc7J9VPV4eOInoxUiZrsL,266.84,0.527,98.052,1,4,0.386,2
Panini  DaBaby Remix,Lil Nas X ,4SDgTLDYrJ2UrHbkRkg7MD,151.04,0.598,153.905,0,4,0.496,5
Bang My Head,David Guetta ,53Y0kdCa1CZ9gRqEuknfwy,193.333,0.869,108.061,1,4,0.593,0
Back to You,Louis Tomlinson ,7F9vK8hNFMml4GtHsaXui6,190.428,0.53,75.016,0,4,0.645,5
Arcade,Duncan Laurence ,1Xi84slp6FryDSCbzq4UCD,183.624,0.329,71.884,0,3,0.266,9
Pussy & Millions,Drake ,0Hb2KGmwZez23POGBw2Xc2,116.211,0.82,94.991,1,4,0.896,9
In My Room,Yellow Claw ,4lqEFIB9YZl8BwR99L5H3b,168.641,0.869,104.015,1,4,0.814,6
Cruel Summer,Taylor Swift ,1BxfuPKGuaTgP7aM0Bbdwr,178.427,0.702,169.994,1,4,0.564,9
xanny,Billie Eilish ,4QIo4oxwzzafcBWkKjDpXY,243.725,0.125,111.554,1,4,0.0528,9
Habits (Stay High),Tove Lo ,14OxJlLdcHNpgsm4DRwDOB,209.16,0.65,110.02,1,4,0.347,5
we fell in love in october,girl in red ,6IPwKM3fUUzlElbvKw2sKl,184.154,0.366,129.96,1,4,0.237,7
Oh My God,Adele ,3Kkjo3cT83cw09VJyrLNwX,225.149,0.725,88.098,1,4,0.55,1
Takeaway,The Chainsmokers ,3g0mEQx3NTanacLseoP0Gw,209.88,0.511,100.1,1,4,0.351,3
Black Widow,Iggy Azalea ,7pNC5ZIKtwUK0ReSpM3P9f,209.423,0.72,163.99,1,4,0.519,11
Craving You,Thomas Rhett ,2d48mamATjby7wgPjdrSOQ,223.627,0.839,104.975,0,4,0.526,9
Yellow Hearts,Ant Saunders ,2W4yABdLc4Jnds67Poi5Nl,223.258,0.438,129.039,1,4,0.695,7
Deja Vu,Post Malone ,0H8XeaJunhvpBdBFIYi6Sh,234.213,0.69,133.935,1,4,0.331,7
Major Distribution,Drake ,46s57QULU02Voy0Kup6UEb,170.502,0.546,131.016,0,4,0.225,8
Boy With Luv,BTS ,4a9tbd947vo9K8Vti9JwcI,229.773,0.862,119.947,0,4,0.803,11
Good News,Mac Miller ,1DWZUa5Mzf2BwzpHtgbHPY,342.04,0.32,174.088,0,4,0.241,1
SOS,Avicii ,2x0RZdkZcD8QRI53XT4GI5,157.202,0.645,100.001,0,4,0.376,5
Run It Up,Lil Tjay ,1dg3qy5DjoJodawfOCgrTP,232.048,0.575,120.031,1,4,0.671,6
24,Money Man ,0xUvi7wldroBzaZCengPa5,182.857,0.638,126.03,1,4,0.459,2
Never Left,Lil Tecca ,0soNGRgFn7aq1T4LXtFDMb,168.727,0.658,82.532,1,4,0.433,11
No Me Conoce  Remix,Jhay Cortez ,2beS6dD5rovBxSA1zYoSHR,309.12,0.787,91.974,0,4,0.562,10
Downtown,Macklemore & Ryan Lewis ,5pfJsMwoRYKampPay8amX0,292.593,0.609,109.725,1,4,0.707,1
Christmas Time Is Here  Vocal,Vince Guaraldi Trio ,06Pfxmp9TtC2H00apclouT,166.387,0.145,75.474,0,3,0.0911,9
Lay It All on Me,Rudimental ,38ismoqQYn75ruDSQ2Jtx8,242.44,0.747,122.531,1,4,0.483,6
I Saw Mommy Kissing Santa Claus,The Jackson 5 ,15sxLiiChE5dCW3Y756oas,181.267,0.712,128.897,1,4,0.614,3
Love Me Now,John Legend ,6nxQdXa1uAL0rY72wPZu89,210.293,0.762,123.893,1,4,0.708,8
Marvin Gaye,Charlie Puth ,7rl1z4j7MurMDnn9rHh4M2,190.453,0.616,110.015,0,4,0.815,1
Zack And Codeine,Post Malone ,5lZZmityu9TAjNvSY6GLhR,204.36,0.824,138.039,0,4,0.386,5
Classic Man,Jidenna ,3G7XYAwtxtoGK7fAm4IlD9,226.0,0.585,94.072,1,4,0.585,8
Perfect Strangers,Jonas Blue ,3P3pw6C19j31Rnzgo3JG7o,196.613,0.861,117.965,1,4,0.704,1
Small Town Boy,Dustin Lynch ,7mS200vKsSSVgrbMxWza54,205.733,0.744,73.012,1,4,0.673,9
Late At Night,Roddy Ricch ,6kksmL4t09IgxhajuVDDxR,174.549,0.405,98.427,0,4,0.141,1
ALL MINE,Brent Faiyaz ,3XgGQ1wjo5khvq2UImjyNF,216.063,0.378,141.967,1,4,0.22,9
Champagne Poetry,Drake ,2HSmyk2qMN8WQjuGhaQgCk,336.511,0.667,86.743,0,4,0.496,6
Hey Mama,David Guetta ,5b2bu6yyATC1zMXDGScJ2d,192.56,0.73,85.979,1,4,0.525,9
X,ScHoolboy Q ,4LmAnpjlhWTahvRkYR8xJa,267.427,0.471,131.023,1,4,0.405,2
Esskeetit,Lil Pump ,44KKhCyI0BGS6LvVyDqJtH,181.714,0.505,139.93,1,4,0.691,11
The Color Violet,Tory Lanez ,3azJifCSqg9fRij2yKIbWz,226.467,0.534,105.02,0,4,0.463,6
South of the Border,Ed Sheeran ,4vUmTMuQqjdnvlZmAH61Qk,204.467,0.621,97.989,0,4,0.668,9
I Don't Mind,Usher ,7aXuop4Qambx5Oi3ynsKQr,251.989,0.464,112.974,1,4,0.457,4
Self Care,Mac Miller ,5bJ1DrEM4hNCafcDd1oxHx,345.133,0.538,141.894,1,4,0.177,1
Tell Me U Luv Me,Juice WRLD ,5JAYDuLRkODlVt6dgoalKk,180.129,0.76,127.984,1,4,0.394,2
Fall In Love,Bailey Zimmerman ,0rCFRyEy4WXjRXNpO80Dzs,232.059,0.643,135.962,1,4,0.397,9
Stole the Show,Kygo ,5masKPHeAOVNgxdLebIcK7,223.187,0.635,100.034,0,4,0.475,8
Rude,MAGIC! ,6RtPijgfPKROxEzTHNRiDp,224.84,0.758,144.033,1,4,0.925,1
I Miss You,Clean Bandit ,0Ult84lvFuqNvbyXwyRQ58,205.987,0.624,105.002,0,4,0.369,0
Snowman,Sia ,7uoFMmxln0GPXQ0AcCBXRq,165.907,0.512,104.957,1,3,0.326,1
Mele Kalikimaka  Single Version,Bing Crosby ,6RdVVRE9buNEm99vUHiAeh,175.333,0.224,202.677,1,4,0.619,3
Life Goes On,Oliver Tree ,0eu4C55hL6x29mmeAjytzC,161.803,0.49,79.982,1,4,0.569,0
Satellite,Harry Styles ,0rzaRSujxA0bKyjJl6vHYq,218.577,0.457,138.984,1,4,0.301,0
Africa,TOTO ,2374M0fQpWi3dLnB54qaLX,295.893,0.373,92.718,1,4,0.732,9
The Git Up,Blanco Brown ,01tA4XmJ4fGQNwti6b2hPm,200.594,0.678,97.984,1,4,0.811,9
Ruin My Life,Zara Larsson ,4nyY8oVjbX2d4qzlpiVM5n,190.051,0.71,124.985,1,4,0.613,11
Kamikaze,Lil Mosey ,3to5UxKsozb4T6CfwHuhLJ,139.2,0.571,99.999,0,4,0.556,8
R.I.C.O.,Meek Mill ,0Y0TOsE1q11qgbi7c5WZsG,197.133,0.599,167.909,1,3,0.386,1
Red Room,Offset ,4TWflhgevIGo448fWc6mQq,241.44,0.559,112.347,0,4,0.527,7
CITY OF ANGELS,24kGoldn ,6ap9lSRJ0iLriGLqoJ44cq,112.493,0.541,120.082,0,4,0.724,0
UN DIA (ONE DAY) (Feat. Tainy),J Balvin ,0EhpEsp4L0oRGM0vmeaN5e,232.253,0.693,168.169,0,4,0.393,6
Pretty Girl  Cheat Codes X CADE Remix,Maggie Lindemann ,1NDxZ7cFAo481dtYWdrUnR,193.613,0.868,121.03,0,4,0.733,7
Wolves,Big Sean ,33gwZOGJWEZ7dRWPqPxBEZ,199.758,0.675,160.048,1,4,0.325,2
Cash In Cash Out,Pharrell Williams ,3S68RFe1lsdCdTMPIMJM3X,216.136,0.56,119.971,1,4,0.154,7
Liar,Camila Cabello ,073ILU1C3APNRGF66VhtyA,207.039,0.498,98.016,0,4,0.652,11
The Business,Tiësto ,6f3Slt0GbA2bPZlz0aIFXN,164.0,0.62,120.031,0,4,0.235,8
These Days,Rudimental ,7mkT9kS25nUIoNkm02Ww0n,211.76,0.798,92.207,1,4,0.574,0
