song,artist,track_id,duration_s,energy,tempo,mode,time_signature,valence,key,Energy Levels,Key Signature,Emotional Rating,Position,Artist Name,Song Name,Days,Top 10 (xTimes),Peak Position,Peak Position (xTimes),Peak Streams,Total Streams
From The D To The A,Tee Grizzley ,2NyrXRn4tancYPW6JwtTl2,158.684,0.625,99.061,0,4,0.668,10,high-medium energy,A#/Bb,emotionally positive,978.0,Tee Grizzley ,From The D To The A,267.0,0.0,93.0,0,282746.0,53814866.0
NASA,Ariana Grande ,4uTvPEr01pjTbZgl7jcKBD,182.0,0.458,75.029,1,4,0.47,6,low-medium energy,F#/Gb,emotionally negative,979.0,Ariana Grande ,NASA,102.0,9.0,3.0,(x5),2947263.0,53660003.0
Motley Crew,Post Malone ,40uMIn2zJLAQhNXghRjBed,184.213,0.631,129.915,0,4,0.288,3,high-medium energy,D#/Eb,emotionally negative,980.0,Post Malone ,Motley Crew,115.0,13.0,3.0,(x3),1695072.0,53597602.0
I'm a Mess,Bebe Rexha ,04ZTP5KsCypmtCmQg5tH9R,195.519,0.694,97.005,0,4,0.216,11,high-medium energy,B,highly emotionally negative,981.0,Bebe Rexha ,I'm a Mess,203.0,0.0,63.0,0,383316.0,53309228.0
Who Do You Love,The Chainsmokers ,2fVHrSxsQbJUuj9MW9zG1e,226.733,0.846,139.927,1,4,0.475,3,high-energy,D#/Eb,emotionally negative,982.0,The Chainsmokers ,Who Do You Love,160.0,0.0,28.0,0,796933.0,53239474.0
Shirt,SZA ,2wSTnntOPRi7aQneobFtU4,181.84,0.512,120.009,0,4,0.572,3,high-medium energy,D#/Eb,emotionally positive,983.0,SZA ,Shirt,62.0,6.0,8.0,0,1930964.0,53203148.0
The Bones,Maren Morris ,7yFhA2fUsL2oIMWlw5DaHQ,197.293,0.57,77.004,0,4,0.334,11,high-medium energy,B,emotionally negative,984.0,Maren Morris ,The Bones,187.0,0.0,51.0,0,470810.0,53108609.0
10 Bands,Drake ,12d5QFwzh60IIHlsSnAvps,177.733,0.756,172.938,0,4,0.888,11,high-energy,B,highly emotionally positive,985.0,Drake ,10 Bands,329.0,12.0,5.0,0,536440.0,52875134.0
Say It,Tory Lanez ,2Gyc6e2cLxA5hoX1NOvYnU,237.787,0.529,107.331,0,4,0.247,11,high-medium energy,B,highly emotionally negative,986.0,Tory Lanez ,Say It,283.0,0.0,33.0,0,321101.0,52744672.0
Nail Tech,Jack Harlow ,62Yo3FDddWY8ydu6PW2wyz,206.385,0.557,150.127,1,4,0.1,1,high-medium energy,C#/Db,highly emotionally negative,987.0,Jack Harlow ,Nail Tech,110.0,23.0,2.0,(x2),1135997.0,52488297.0
Life's A Mess,Juice WRLD ,5wWAwzGp2OaaoIkwcz6wZs,202.193,0.446,143.078,1,4,0.177,1,low-medium energy,C#/Db,highly emotionally negative,988.0,Juice WRLD ,Life's A Mess,114.0,14.0,3.0,(x1),3094307.0,52474709.0
GUMMO,6ix9ine ,2HBtd9MYDd2xDVu8Zc6pwt,157.643,0.771,78.463,0,4,0.673,10,high-energy,A#/Bb,emotionally positive,989.0,6ix9ine ,GUMMO,174.0,0.0,48.0,0,519071.0,52433571.0
Signs,Drake ,6Na5uKk5SsqZimk0hAWo8y,234.373,0.735,107.374,1,4,0.223,0,high-medium energy,C,highly emotionally negative,990.0,Drake ,Signs,122.0,7.0,7.0,0,1048149.0,52311258.0
Everyday We Lit,YFN Lucci ,3J8Q6aBhjpvao8BsBQ6H9Y,197.171,0.646,155.949,1,4,0.589,7,high-medium energy,G,emotionally positive,991.0,YFN Lucci ,Everyday We Lit,245.0,0.0,95.0,0,253281.0,52259968.0
We're Good,Dua Lipa ,1diS6nkxMQc3wwC4G1j0bh,165.507,0.588,134.01,1,4,0.59,6,high-medium energy,F#/Gb,emotionally positive,992.0,Dua Lipa ,We're Good,154.0,1.0,10.0,0,695072.0,52250269.0
Cry Baby,Megan Thee Stallion ,4aarlAfLKVCTxUDNgbwhjH,137.984,0.437,130.058,1,4,0.616,11,low-medium energy,B,emotionally positive,993.0,Megan Thee Stallion ,Cry Baby,158.0,0.0,32.0,0,552142.0,51989339.0
Close Friends (Lil Baby & Gunna),Lil Baby ,5nzhL67GpF9szXWg5y509A,203.881,0.578,158.896,0,4,0.698,10,high-medium energy,A#/Bb,emotionally positive,994.0,Lil Baby ,Close Friends (Lil Baby & Gunna),200.0,0.0,41.0,0,632381.0,51946627.0
AOK,Tai Verdes ,1sx0XsWUusUoPstbvokZjP,173.64,0.626,82.488,1,4,0.862,11,high-medium energy,B,highly emotionally positive,995.0,Tai Verdes ,AOK,167.0,0.0,35.0,0,451540.0,51926588.0
Don't,Ed Sheeran ,1huvTbEYtgltjQRXzrNKGi,219.84,0.608,95.049,1,4,0.849,1,high-medium energy,C#/Db,highly emotionally positive,996.0,Ed Sheeran ,Don't,328.0,0.0,15.0,0,245898.0,51816937.0
Rodeo,Lil Nas X ,4ak7xjvBeBOcJGWFDX9w5n,158.707,0.679,140.081,1,4,0.657,9,high-medium energy,A,emotionally positive,997.0,Lil Nas X ,Rodeo,104.0,10.0,7.0,0,1196792.0,51788566.0
Rodeo,Lil Nas X ,4ak7xjvBeBOcJGWFDX9w5n,158.707,0.679,140.081,1,4,0.657,9,high-medium energy,A,emotionally positive,5035.0,Lil Nas X ,Rodeo,8.0,0.0,82.0,0,409900.0,2234112.0
Outside Today,YoungBoy Never Broke Again ,3sA7HKGzcKTVscdiTCrWpX,129.105,0.666,134.068,0,4,0.0585,11,high-medium energy,B,highly emotionally negative,998.0,YoungBoy Never Broke Again ,Outside Today,189.0,0.0,74.0,0,427688.0,51700652.0
Question...?,Taylor Swift ,0heeNYlwOGuUSe7TgUD27B,210.557,0.502,108.943,1,4,0.106,7,high-medium energy,G,highly emotionally negative,999.0,Taylor Swift ,Question...?,49.0,7.0,8.0,0,5519609.0,51647553.0
Safaera,Bad Bunny ,2DEZmgHKAvm41k4J3R2E9Y,295.177,0.829,96.172,1,4,0.685,2,high-energy,D,emotionally positive,1000.0,Bad Bunny ,Safaera,151.0,0.0,30.0,0,769149.0,51612770.0
Daylight,Harry Styles ,51Zw1cKDgkad0CXv23HCMU,164.533,0.445,145.5,1,3,0.626,0,low-medium energy,C,emotionally positive,1001.0,Harry Styles ,Daylight,113.0,13.0,5.0,0,2833429.0,51560617.0
the 1,Taylor Swift ,0Jlcvv8IykzHaSmj49uNW8,210.252,0.357,139.883,1,4,0.172,0,low-medium energy,C,highly emotionally negative,1002.0,Taylor Swift ,the 1,103.0,14.0,1.0,(x1),4175284.0,51543535.0
It Was A Good Day,Ice Cube ,2qOm7ukLyHUXWyR4ZWLwxA,260.0,0.744,82.356,0,4,0.794,7,high-medium energy,G,highly emotionally positive,1003.0,Ice Cube ,It Was A Good Day,206.0,0.0,91.0,0,334709.0,51427753.0
Evergreen,Omar Apollo ,2TktkzfozZifbQhXjT6I33,216.68,0.336,82.029,1,3,0.31,9,low-medium energy,A,emotionally negative,1004.0,Omar Apollo ,Evergreen,106.0,4.0,8.0,0,776748.0,51419831.0
Truffle Butter,Nicki Minaj ,7e44z4wOjkllaD8eulUeMd,220.467,0.667,105.099,1,4,0.522,2,high-medium energy,D,emotionally positive,1005.0,Nicki Minaj ,Truffle Butter,332.0,0.0,14.0,0,322273.0,51390845.0
Sex,Cheat Codes ,4CGGIk81BvfCZiscwFP6t0,228.361,0.692,102.42,1,4,0.209,0,high-medium energy,C,highly emotionally negative,1006.0,Cheat Codes ,Sex,170.0,0.0,33.0,0,454585.0,51361858.0
Cut It,O.T. Genasis ,376KnY4TrgBITxjlnbnmIy,222.6,0.673,130.0,1,4,0.231,7,high-medium energy,G,highly emotionally negative,1007.0,O.T. Genasis ,Cut It,250.0,0.0,47.0,0,334454.0,51307796.0
Wonderful Christmastime  Edited Version / Remastered 2011,Paul McCartney ,1SV1fxF65n9NhRHp3KlBuu,227.653,0.511,94.736,1,4,0.771,11,high-medium energy,B,highly emotionally positive,1008.0,Paul McCartney ,Wonderful Christmastime  Edited Version / Remastered 2011,87.0,0.0,14.0,0,2142169.0,51289585.0
Renegades,X Ambassadors ,0fYVliAYKHuPmECRs1pbRf,195.2,0.862,90.052,1,4,0.528,2,high-energy,D,emotionally positive,1009.0,X Ambassadors ,Renegades,324.0,0.0,22.0,0,346357.0,51224217.0
Yo Perreo Sola,Bad Bunny ,0SqqAgdovOE24BzxIClpjw,172.127,0.758,97.014,1,4,0.453,11,high-energy,B,emotionally negative,1010.0,Bad Bunny ,Yo Perreo Sola,142.0,0.0,18.0,0,926127.0,51051248.0
Enemy,Imagine Dragons ,3CIyK1V4JEJkg02E4EJnDl,173.381,0.783,77.011,0,4,0.555,11,high-energy,B,emotionally positive,524.0,Imagine Dragons ,Enemy,231.0,70.0,5.0,0,682385.0,100835953.0
Enemy,Imagine Dragons ,3CIyK1V4JEJkg02E4EJnDl,173.381,0.783,77.011,0,4,0.555,11,high-energy,B,emotionally positive,1011.0,Imagine Dragons ,Enemy,95.0,16.0,8.0,0,665972.0,50995955.0
Time of Our Lives,Pitbull ,2bJvI42r8EF3wxjOuDav4r,229.36,0.802,124.022,1,4,0.724,1,high-energy,C#/Db,emotionally positive,1012.0,Pitbull ,Time of Our Lives,241.0,14.0,8.0,0,424077.0,50967811.0
1400 / 999 Freestyle,Trippie Redd ,0axBgt9y0GvMCLuRl2xBKG,175.954,0.572,141.996,0,4,0.568,6,high-medium energy,F#/Gb,emotionally positive,1013.0,Trippie Redd ,1400 / 999 Freestyle,148.0,0.0,15.0,0,906278.0,50938549.0
Roses,benny blanco ,1KVczjazCcCCgM3gXXUl47,223.543,0.601,147.018,1,4,0.525,8,high-medium energy,G#/Ab,emotionally positive,1014.0,benny blanco ,Roses,146.0,0.0,41.0,0,520019.0,50831435.0
Take My Breath,The Weeknd ,2vgUijXOTRMnWXDtvgMp2b,339.023,0.769,121.02,1,4,0.354,8,high-energy,G#/Ab,emotionally negative,1015.0,The Weeknd ,Take My Breath,116.0,10.0,3.0,(x1),1723476.0,50769835.0
Rudolph The RedNosed Reindeer,Burl Ives ,47otoIkhx3fkdivEXL5OB6,130.027,0.275,152.649,1,4,0.806,0,low-medium energy,C,highly emotionally positive,1016.0,Burl Ives ,Rudolph The RedNosed Reindeer,139.0,0.0,20.0,0,1585555.0,50752538.0
Right Hand,Drake ,3lSR267IJfT54p0Gfuw7mi,190.595,0.301,100.518,1,4,0.351,2,low-medium energy,D,emotionally negative,1017.0,Drake ,Right Hand,270.0,0.0,22.0,0,324018.0,50737805.0
Break Free,Ariana Grande ,12KUFSHFgT0XCoiSlvdQi4,214.84,0.702,129.956,0,4,0.284,7,high-medium energy,G,emotionally negative,1018.0,Ariana Grande ,Break Free,286.0,59.0,1.0,(x1),469324.0,50627582.0
Numb Little Bug,Em Beihold ,1KQc37jezhunxnOPhvdwSG,169.238,0.527,84.974,0,4,0.638,8,high-medium energy,G#/Ab,emotionally positive,1019.0,Em Beihold ,Numb Little Bug,144.0,0.0,25.0,0,484640.0,50555344.0
Left and Right (Feat. Jung Kook of BTS),Charlie Puth ,5Odq8ohlgIbQKMZivbWkEo,154.487,0.592,101.058,1,4,0.719,2,high-medium energy,D,emotionally positive,1020.0,Charlie Puth ,Left and Right (Feat. Jung Kook of BTS),139.0,1.0,8.0,0,983052.0,50440183.0
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap ,2tTmW7RDtMQtBk7m2rYeSw,198.938,0.782,128.033,1,4,0.55,2,high-energy,D,emotionally positive,1021.0,Bizarrap ,"Quevedo: Bzrp Music Sessions, Vol. 52",135.0,0.0,27.0,0,517445.0,50396055.0
Fingers Crossed,Lauren Spencer Smith ,4wH7ZoqgETaACS9BlUkvuY,175.345,0.47,109.696,1,4,0.445,5,low-medium energy,F,emotionally negative,1022.0,Lauren Spencer Smith ,Fingers Crossed,121.0,8.0,2.0,(x1),1182298.0,50353213.0
No Complaints,Metro Boomin ,156LzfvMNKuXuiot4uzhGD,265.48,0.572,123.963,1,4,0.203,2,high-medium energy,D,highly emotionally negative,1023.0,Metro Boomin ,No Complaints,165.0,0.0,26.0,0,620643.0,50224935.0
No Money,Galantis ,6M6Tk58pQvABy6ru66dY3d,191.293,0.915,126.038,0,4,0.78,6,high-energy,F#/Gb,highly emotionally positive,1024.0,Galantis ,No Money,174.0,0.0,25.0,0,475539.0,50044898.0
The Real Slim Shady,Eminem ,3yfqSUWxFvZELEM4PmlwIR,284.2,0.661,104.504,0,4,0.76,5,high-medium energy,F,highly emotionally positive,1025.0,Eminem ,The Real Slim Shady,192.0,0.0,16.0,0,543319.0,50034425.0
Elastic Heart,Sia ,5S9lfZu1YF8xKkgSsqL2Bd,257.2,0.791,130.075,1,4,0.499,9,high-energy,A,emotionally negative,1026.0,Sia ,Elastic Heart,281.0,0.0,12.0,0,323941.0,49959549.0
Elastic Heart,Sia ,5S9lfZu1YF8xKkgSsqL2Bd,257.2,0.791,130.075,1,4,0.499,9,high-energy,A,emotionally negative,9087.0,Sia ,Elastic Heart,4.0,0.0,158.0,0,81820.0,283859.0
92 Explorer,Post Malone ,1D2L6MefbXon28PzIk9I3r,211.427,0.733,146.046,0,4,0.861,7,high-medium energy,G,highly emotionally positive,1027.0,Post Malone ,92 Explorer,109.0,0.0,14.0,0,2115624.0,49920716.0
Love Me,Lil Tecca ,4e0FYxSROat25pH16zMTZI,117.013,0.538,204.132,0,4,0.803,11,high-medium energy,B,highly emotionally positive,1028.0,Lil Tecca ,Love Me,136.0,0.0,23.0,0,618085.0,49902710.0
Kill Bill,SZA ,1Qrg8KqiBpW07V7PNxwwwL,153.947,0.735,88.98,1,4,0.418,8,high-medium energy,G#/Ab,emotionally negative,1029.0,SZA ,Kill Bill,20.0,18.0,1.0,(x16),2976280.0,49884805.0
Eazy  Some Kind Of Drug,G,1Bqxj0aH5KewYHKUg1IdrF,222.467,0.525,130.271,1,4,0.49,0,high-medium energy,C,emotionally negative,1030.0,G,Eazy  Some Kind Of Drug,256.0,0.0,38.0,0,431500.0,49833045.0
Get Right Witcha,Migos ,2jGEiQ3otr4CPIeBgefjRA,257.546,0.743,136.983,0,4,0.619,10,high-medium energy,A#/Bb,emotionally positive,1031.0,Migos ,Get Right Witcha,199.0,0.0,17.0,0,602055.0,49833007.0
Call You Mine,The Chainsmokers ,2oejEp50ZzPuQTQ6v54Evp,217.64,0.696,104.01,0,4,0.522,4,high-medium energy,E,emotionally positive,1032.0,The Chainsmokers ,Call You Mine,125.0,0.0,20.0,0,702046.0,49745871.0
Stolen Dance,Milky Chance ,0ZfByLXCeKchuj7zi1CJ0S,313.627,0.565,114.009,1,4,0.685,11,high-medium energy,B,emotionally positive,1033.0,Milky Chance ,Stolen Dance,353.0,0.0,18.0,0,217719.0,49660656.0
Cool Kids,Echosmith ,13P5rwmk2EsoFRIz9UCeh9,237.627,0.671,130.027,1,4,0.786,8,high-medium energy,G#/Ab,highly emotionally positive,1034.0,Echosmith ,Cool Kids,274.0,63.0,4.0,0,340219.0,49643988.0
F**kin' Problems,A$AP Rocky ,4X5f3vT8MRuXF68pfjNte5,233.787,0.693,95.967,1,4,0.662,1,high-medium energy,C#/Db,emotionally positive,1035.0,A$AP Rocky ,F**kin' Problems,528.0,0.0,111.0,0,194902.0,49467361.0
Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry ,25leEEaz1gIpp7o21Fqyjo,150.267,0.371,96.628,1,4,0.976,1,low-medium energy,C#/Db,highly emotionally positive,1036.0,Gene Autry ,Here Comes Santa Claus (Right Down Santa Claus Lane),134.0,0.0,27.0,0,1714813.0,49462102.0
The Family Madrigal,Stephanie Beatriz ,4b1yxSdlumA8N4fEk4UOZp,257.213,0.628,141.391,1,4,0.556,1,high-medium energy,C#/Db,emotionally positive,1037.0,Stephanie Beatriz ,The Family Madrigal,115.0,1.0,10.0,0,658350.0,49436537.0
Keanu Reeves,Logic ,3PYx9Wte3jwb48V0wArMOy,225.92,0.891,170.13,1,4,0.799,2,high-energy,D,highly emotionally positive,1038.0,Logic ,Keanu Reeves,122.0,0.0,13.0,0,1100889.0,49392833.0
Final Song,MØ ,4qqArAiTPueDxIp7cf87h7,235.827,0.672,104.988,0,4,0.245,1,high-medium energy,C#/Db,highly emotionally negative,1039.0,MØ ,Final Song,155.0,0.0,33.0,0,472642.0,49361417.0
"1 step forward, 3 steps back",Olivia Rodrigo ,4wcBRRpIfesgcyUtis7PEg,163.587,0.203,168.884,1,4,0.419,2,low energy,D,emotionally negative,1040.0,Olivia Rodrigo ,"1 step forward, 3 steps back",93.0,8.0,6.0,0,2296296.0,49354316.0
Wait,Maroon 5 ,6AvfZXpbb6r35DfF7gHPRq,190.643,0.603,126.088,1,4,0.452,8,high-medium energy,G#/Ab,emotionally negative,1041.0,Maroon 5 ,Wait,162.0,0.0,38.0,0,588796.0,49303216.0
Wait,Maroon 5 ,6AvfZXpbb6r35DfF7gHPRq,190.643,0.603,126.088,1,4,0.452,8,high-medium energy,G#/Ab,emotionally negative,3041.0,Maroon 5 ,Wait,35.0,0.0,100.0,0,300944.0,8836722.0
GOODMORNINGTOKYO!,TOKYOS REVENGE ,32aVpvig4eQuNjMzQ8pNKN,150.115,0.539,124.949,1,4,0.663,4,high-medium energy,E,emotionally positive,,,,,,,,,
Die Hard,Kendrick Lamar ,2g6tReTlM2Akp41g0HaeXN,239.027,0.736,100.988,0,4,0.362,1,high-medium energy,C#/Db,emotionally negative,1043.0,Kendrick Lamar ,Die Hard,107.0,7.0,2.0,(x3),3909587.0,49248636.0
Wonder,Shawn Mendes ,6ZuahEctZD6w75peme58hm,172.693,0.631,139.774,0,4,0.129,1,high-medium energy,C#/Db,highly emotionally negative,1044.0,Shawn Mendes ,Wonder,122.0,4.0,8.0,0,1080092.0,49246743.0
'Til You Can't,Cody Johnson ,4k3lPl8YTKuY8c1HelVnm3,224.213,0.815,160.087,1,4,0.46,1,high-energy,C#/Db,emotionally negative,1045.0,Cody Johnson ,'Til You Can't,182.0,0.0,61.0,0,367310.0,49196663.0
Hot Girl Summer,Megan Thee Stallion ,5N1o6d8zGcSZSeMFkOUQOk,199.427,0.814,98.985,1,4,0.57,0,high-energy,C,emotionally positive,1046.0,Megan Thee Stallion ,Hot Girl Summer,107.0,7.0,2.0,(x1),1290006.0,48986332.0
5 Foot 9,Tyler Hubbard ,0U4iRayct65wsaBMQGiLbg,189.773,0.79,105.997,1,4,0.507,5,high-energy,F,emotionally positive,1047.0,Tyler Hubbard ,5 Foot 9,178.0,0.0,58.0,0,351547.0,48935367.0
Mistletoe And Holly  Remastered 1999,Frank Sinatra ,7faDzZnZYqTyYThx2sbHVQ,136.427,0.103,110.378,1,4,0.341,9,low energy,A,emotionally negative,1048.0,Frank Sinatra ,Mistletoe And Holly  Remastered 1999,139.0,0.0,29.0,0,1303175.0,48859261.0
My Way,Calvin Harris ,0pdeEwJuUMcBfmoeAMktcf,222.867,0.867,125.976,1,4,0.468,2,high-energy,D,emotionally negative,1049.0,Calvin Harris ,My Way,133.0,0.0,15.0,0,615744.0,48839895.0
Simple,Florida Georgia Line ,4L9Ds4mpD3SuYoWwFUlv16,185.2,0.882,199.811,1,4,0.864,3,high-energy,D#/Eb,highly emotionally positive,1050.0,Florida Georgia Line ,Simple,164.0,0.0,50.0,0,501812.0,48765565.0
New Americana,Halsey ,6Xs7OKt6i0Ddq8B4M5Dgvr,183.808,0.707,173.993,0,4,0.359,0,high-medium energy,C,emotionally negative,1051.0,Halsey ,New Americana,237.0,0.0,31.0,0,293102.0,48670562.0
Daisy,Ashnikko ,2g1KggY9PKvsoEAOaiz4xx,146.523,0.663,121.876,1,4,0.774,8,high-medium energy,G#/Ab,highly emotionally positive,1052.0,Ashnikko ,Daisy,153.0,0.0,37.0,0,419153.0,48663445.0
Midnight Sky,Miley Cyrus ,4i2qxFEVVUi8yOYoxB8TCX,223.28,0.805,109.976,0,4,0.232,4,high-energy,E,highly emotionally negative,1053.0,Miley Cyrus ,Midnight Sky,121.0,1.0,5.0,0,1161613.0,48593390.0
Watch,Travis Scott ,3DoBTwfr8yi2LN08SBpFkN,217.405,0.559,78.534,0,4,0.252,4,high-medium energy,E,emotionally negative,1054.0,Travis Scott ,Watch,105.0,2.0,2.0,(x1),2095463.0,48528205.0
Dont Blame Me,Taylor Swift ,1R0a2iXumgCiFb7HEZ7gUE,236.413,0.534,135.917,0,4,0.193,9,high-medium energy,A,highly emotionally negative,,,,,,,,,
Over Now,Post Malone ,09IOPhEh1OMe0HD9b36FJk,246.987,0.777,164.027,0,4,0.181,4,high-energy,E,highly emotionally negative,1056.0,Post Malone ,Over Now,94.0,6.0,6.0,0,2880829.0,48399298.0
China,Anuel AA ,2ksOAxtIxY8yElEWw8RhgK,301.714,0.808,105.027,1,4,0.609,7,high-energy,G,emotionally positive,1057.0,Anuel AA ,China,136.0,0.0,22.0,0,552745.0,48374018.0
Say Something,Justin Timberlake ,1LhMopPAallLeaeNutqbgS,278.893,0.632,97.04,1,4,0.372,10,high-medium energy,A#/Bb,emotionally negative,1058.0,Justin Timberlake ,Say Something,123.0,0.0,13.0,0,855127.0,48226776.0
Cold,Maroon 5 ,7gwLQ4tZ5UdZ7qNcDyJ8wr,234.308,0.717,99.836,0,4,0.412,9,high-medium energy,A,emotionally negative,1059.0,Maroon 5 ,Cold,118.0,0.0,23.0,0,654436.0,48029320.0
Bones,Imagine Dragons ,54ipXppHLA8U4yqpOFTUhr,165.265,0.75,114.061,0,4,0.587,5,high-energy,F,emotionally positive,1060.0,Imagine Dragons ,Bones,151.0,0.0,49.0,0,557121.0,48025317.0
Blame,Calvin Harris ,07nH4ifBxUB4lZcsf44Brn,212.96,0.857,128.024,0,4,0.348,0,high-energy,C,emotionally negative,1061.0,Calvin Harris ,Blame,259.0,50.0,2.0,(x2),406448.0,47969994.0
my strange addiction,Billie Eilish ,3Tc57t9l2O8FwQZtQOvPXK,179.889,0.305,100.029,0,4,0.563,8,low-medium energy,G#/Ab,emotionally positive,1062.0,Billie Eilish ,my strange addiction,117.0,3.0,9.0,0,1502995.0,47834232.0
Dark Knight Dummo (Feat. Travis Scott),Trippie Redd ,1pfwOQKJsRRBf6NdYO4Qog,256.163,0.817,121.079,0,4,0.257,8,high-energy,G#/Ab,emotionally negative,1063.0,Trippie Redd ,Dark Knight Dummo (Feat. Travis Scott),180.0,0.0,53.0,0,450251.0,47818797.0
Better Together,Luke Combs ,6gdLyYNuhWBzqwlOFSsXC7,219.573,0.225,138.002,1,4,0.67,0,low energy,C,emotionally positive,1064.0,Luke Combs ,Better Together,179.0,0.0,21.0,0,596360.0,47787095.0
X,Nicky Jam ,5YUyW9opqNsMSEzzecZih1,172.854,0.749,179.968,0,4,0.694,9,high-medium energy,A,emotionally positive,1065.0,Nicky Jam ,X,137.0,0.0,38.0,0,515099.0,47783184.0
Solo,Clean Bandit ,6kPJZM97LwdG9QIsT7khp6,222.653,0.636,105.005,0,4,0.565,11,high-medium energy,B,emotionally positive,1066.0,Clean Bandit ,Solo,122.0,0.0,38.0,0,552074.0,47767161.0
Down In the DM,Yo Gotti ,5w1vhNA2OEWUQ371QzyMmM,259.072,0.634,152.961,0,4,0.323,1,high-medium energy,C#/Db,emotionally negative,1067.0,Yo Gotti ,Down In the DM,218.0,0.0,21.0,0,406003.0,47599228.0
Down In the DM,Yo Gotti ,5w1vhNA2OEWUQ371QzyMmM,259.072,0.634,152.961,0,4,0.323,1,high-medium energy,C#/Db,emotionally negative,8239.0,Yo Gotti ,Down In the DM,4.0,0.0,185.0,0,106301.0,404093.0
WUSYANAME,"Tyler, The Creator ",5B0kgjHULYJhAQkK5XsMoC,121.573,0.653,142.347,0,4,0.852,0,high-medium energy,C,highly emotionally positive,1068.0,"Tyler, The Creator ",WUSYANAME,119.0,8.0,1.0,(x1),2320080.0,47551679.0
Wayne  Nasty Freestyle,T,0PT7nlpo11hYYyfnBgtilT,142.212,0.472,135.051,1,4,0.412,11,low-medium energy,B,emotionally negative,1069.0,T,Wayne  Nasty Freestyle,176.0,45.0,3.0,(x31),592776.0,47412344.0
Kill Em With Kindness,Selena Gomez ,1QNoKVgA758HFLu3TW2q7R,217.907,0.884,120.012,0,4,0.398,10,high-energy,A#/Bb,emotionally negative,1070.0,Selena Gomez ,Kill Em With Kindness,145.0,0.0,22.0,0,486771.0,47387427.0
Maps,Maroon 5 ,4gbVRS8gloEluzf0GzDOFc,189.96,0.713,120.032,0,4,0.879,1,high-medium energy,C#/Db,highly emotionally positive,1071.0,Maroon 5 ,Maps,318.0,18.0,4.0,0,344809.0,47362002.0
Moon,Kanye West ,7CC6UbCs4iGsePSzFxYxNn,156.091,0.236,162.351,1,4,0.254,5,low energy,F,emotionally negative,1072.0,Kanye West ,Moon,91.0,5.0,4.0,0,2538604.0,47360570.0
NUMB,XXXTENTACION ,01TnVDiet1DFTsyWKUKovl,186.268,0.416,159.91,0,4,0.196,11,low-medium energy,B,highly emotionally negative,1073.0,XXXTENTACION ,NUMB,155.0,1.0,9.0,0,1445168.0,47260044.0
Car Radio,Twenty One Pilots ,5cbpoIu3YjoOwbBDGUEp3P,267.72,0.519,129.972,0,4,0.612,9,high-medium energy,A,emotionally positive,1074.0,Twenty One Pilots ,Car Radio,378.0,0.0,106.0,0,167270.0,47194493.0
Summer Days,Martin Garrix ,7Feaw9WAEREY0DUOSXJLOM,163.805,0.723,113.778,0,4,0.316,5,high-medium energy,F,emotionally negative,1075.0,Martin Garrix ,Summer Days,114.0,0.0,27.0,0,612884.0,47163854.0
Yo No Soy Celoso,Bad Bunny ,5kVZxyMY1gfdCLiChsfjn1,230.704,0.588,142.004,1,4,0.93,0,high-medium energy,C,highly emotionally positive,1076.0,Bad Bunny ,Yo No Soy Celoso,125.0,0.0,12.0,0,1565952.0,47047318.0
NO,Meghan Trainor ,0l0CvurVUrr2w3Jj1hOVFc,213.507,0.803,92.134,0,4,0.657,1,high-energy,C#/Db,emotionally positive,1077.0,Meghan Trainor ,NO,159.0,0.0,14.0,0,563650.0,47036106.0
Friends,Justin Bieber ,2ASX8Z0ZCwcUwmeW1ANV6T,189.467,0.735,104.979,1,4,0.631,8,high-medium energy,G#/Ab,emotionally positive,1078.0,Justin Bieber ,Friends,101.0,7.0,2.0,(x1),1152734.0,46960589.0
needy,Ariana Grande ,1TEL6MlSSVLSdhOSddidlJ,171.573,0.309,87.045,0,4,0.195,7,low-medium energy,G,highly emotionally negative,1079.0,Ariana Grande ,needy,83.0,7.0,3.0,(x1),2997104.0,46952516.0
La Bachata,Manuel Turizo ,3tt9i3Hhzq84dPS8H7iSiJ,162.638,0.679,124.98,0,4,0.85,7,high-medium energy,G,highly emotionally positive,1080.0,Manuel Turizo ,La Bachata,131.0,0.0,48.0,0,459579.0,46825328.0
Perfect,One Direction ,3NLnwwAQbbFKcEcV8hDItk,230.333,0.823,99.933,1,4,0.396,2,high-energy,D,emotionally negative,1081.0,One Direction ,Perfect,165.0,8.0,5.0,0,805717.0,46770086.0
Prisoner,Miley Cyrus ,2Oycxb8QbPkpHTo8ZrmG0B,169.333,0.67,127.99,0,4,0.595,3,high-medium energy,D#/Eb,emotionally positive,1082.0,Miley Cyrus ,Prisoner,142.0,1.0,5.0,0,1104754.0,46717753.0
Only Human,Jonas Brothers ,0DiDStADDVh3SvAsoJAFMk,183.0,0.496,94.01,1,4,0.874,0,low-medium energy,C,highly emotionally positive,1083.0,Jonas Brothers ,Only Human,136.0,1.0,6.0,0,1125721.0,46658896.0
Mr. Rager,Kid Cudi ,2ncLdwTd8qzkxiJjlbiOgC,294.213,0.734,101.998,1,4,0.533,7,high-medium energy,G,emotionally positive,1084.0,Kid Cudi ,Mr. Rager,174.0,0.0,65.0,0,353777.0,46632445.0
